code,question,ans1,pts1,ans2,pts2,ans3,pts3,ans4,pts4,ans5,pts5
E61B,La finesse-air maximale est :,obtenue à une incidence dépendant du vent météo,-6,une valeur qui dépend de la charge alaire,-6,obtenue à une vitesse supérieure à celle du taux de chute mini,6,,,,
E62M,La finesse-sol est d'autant plus élevée que :,l'angle de plané est grand,-6,l'incidence est petite,-6,l'angle de plané est petit,6,,,,
E63B,La finesse-sol :,est identique à la finesse-air dans une masse d'air immobile,6,ne varie jamais,-6,est toujours inférieure à la finesse-air,-6,,,,
E64B,La finesse-sol :,augmente par vent arrière,6,diminue par vent arrière,-6,augmente par vent de face,-6,,,,
E65B,"Pour avancer de 4800 m dans le plan horizontal, vous avez perdu 600 m d'altitude ; votre finesse-sol est voisine de :",6,-6,7,-6,8,6,9,-6,,
E66B,"On appelle charge alaire, le rapport :",surface de l'aile sur poids total (aile + pilote),-6,poids total (aile+pilote) sur surface de l'aile,6,poids du pilote sur surface de l'aile,-6,envergure au carré sur surface de l'aile,-6,,
E67M,Vous empruntez l'aile d'un pilote plus léger que vous :,"à même incidence, elle volera plus vite qu'avec lui",3,"à même incidence, elle volera plus lentement qu'avec lui",-6,vous devrez courir plus vite au décollage,3,l'aile décrochera à la même vitesse,-6,,
E68B,"Si deux pilotes ont la même aile, à même incidence, le plus lourd :",vole moins vite,-6,descend plus vite,3,descend moins vite,-6,vole plus vite,3,,
E69B,"Pour une même aile, un fort accroissement de la charge alaire entraîne une augmentation :",de la vitesse horizontale,2,des déformations de l'aile,2,du taux de chute,2,,,,
E6V,"Lorsqu'une aile plane en ligne droite à vitesse constante, le Poids Total Volant est :",exactement compensé par la Force Aérodynamique,6,inférieur à la Force Aérodynamique,-6,supérieur à la Force Aérodynamique,-6,,,,
E70B,"A surface égale, un pilote plus léger aura :",une vitesse max plus faible,3,une meilleure pénétration,-6,un taux de chute plus faible,3,une vitesse de décrochage identique,-6,,
E71M,Deux ailes identiques soumises à des charges alaires différentes décrochent :,à même incidence mais à des vitesses différentes,6,à même vitesse mais à des incidences différentes,-6,à même vitesse et à même incidence,-6,,,,
E72M,Deux ailes identiques mais de charges alaires différentes traversent une large zone ascendante. Chaque pilote utilise son aile à la vitesse du taux de chute mini :,les deux ailes finiront par gagner la même altitude,3,l'aile la plus chargée arrivera plus vite que l'autre en haut de l'ascendance,-6,l'aile la moins chargée arrivera plus vite en haut de l'ascendance,3,,,,
E73M,"Le facteur de charge, c'est le rapport :",poids total (aile + pilote) sur poids apparent,-6,poids du pilote sur poids total (aile + pilote),-6,poids apparent sur poids total (aile + pilote),6,,,,
E74B,Le facteur de charge :,est égal à 1 en vol rectiligne stabilisé,2,dépend du poids du pilote et des indications du constructeur,-6,est supérieur à 1 pendant les virages équilibrés,2,est inférieur à 1 au cours d'une abattée,2,,
E75M,Le facteur de charge :,peut entraîner la rupture de l'aile s'il est trop élevé,3,ne change pas la vitesse de décrochage,-6,peut dépasser 2 dans les virages très inclinés,3,,,,
E76M,"Pour une même voile, le décrochage a lieu :",à différentes incidences,-6,toujours à la même incidence,6,toujours à la même vitesse,-6,toujours à la même amplitude de traction des freins,-6,,
E77B,Le décrochage se produit lorsque :,la vitesse est trop forte,-6,l'incidence est trop faible,-6,l'incidence est trop forte,6,,,,
E78M,L'abattée consécutive à un décrochage est la conséquence :,d'un rappel pendulaire pendulaire,3,d'une prise vitesse de l'aile qui cherche à revoler,3,de la chute du pilote dans la voile,-6,d'une erreur de pilotage,-6,,
E79M,La sortie d'un décrochage engendre généralement :,un fort couple cabreur,-6,un fort couple piqueur,3,une forte variation d'assiette à piquer,3,une forte variation d'assiette à cabrer,-6,,
E7V,La F.A. (Force Aérodynamique) en vol rectiligne stabilisé est :,perpendiculaire au profil de l'aile,-6,directement opposée au poids total aile + pilote,6,perpendiculaire à la direction du vent relatif,-6,,,,
E80B,Lors d'un décrochage :,la portance chute,2,la portance augmente,-6,la traînée diminue,-6,la traînée augmente fortement,4,,
E81B,Le décrochage a lieu en général :,à la vitesse de taux de chute mini,-6,à une vitesse inférieure à celle du taux de chute mini,6,à une vitesse supérieure à celle du taux de chute mini,-3,,,,
E82M,La vitesse de décrochage sur une aile donnée est :,indépendante du poids du pilote,-6,plus élevée en tracté et en remorqué,3,plus élevée en virage,3,,,,
E83M,La vitesse de décrochage :,diminue lorsque le poids du pilote augmente,-6,augmente lorsque le poids du pilote augmente,3,diminue lorsque le facteur de charge augmente,-6,augmente lorsque le facteur de charge augmente,3,,
E84M,"En virage, un appareil décroche :",à même vitesse et à même incidence qu'en ligne droite,-6,à même incidence mais à vitesse plus importante qu'en ligne droite,6,à même vitesse mais à incidence plus faible qu'en ligne droite,-6,,,,
E85M,"On appelle décrochage dynamique, un décrochage :",suivi d'une ressource,-6,à vitesse plus élevée que celle du décrochage standard,3,provoqué par une brusque augmentation d'incidence,3,provoqué par une brusque diminution d'incidence,-6,,
E86M,"Par rapport au vol classique, en vol tracté, la Force Aérodynamique est :",plus faible,-6,plus forte,3,inclinée vers l'arrière,3,plus verticale,-6,,
E87M,"En vol tracté, la Force Aérodynamique est :",égale en intensité à la force vectorielle de traction,-6,égale en intensité à l'addition des forces vectorielles de traction et de poids total,3,inclinée vers l'arrière,3,,,,
E8M,"En soufflerie, si on multiplie par 3 la vitesse du vent relatif sur une aile, la force aérodynamique (F.A.) est multipliée par :",3,-6,6,-6,9,6,27,-6,,
E9B,"La portance et la traînée d'une aile sont fonction, entre autres, de :",la vitesse du vent météo,-6,la vitesse-air de l'aile,6,la vitesse-sol,-6,,,,
G10V,"Lors d'une mise en virage en parapente, l'aile s'incline du côté désiré, parce que :",la charge augmente du côté de la commande abaissée,4,la charge diminue du côté de la commande abaissée,-6,la traînée augmente du côté de la commande abaissée,2,la traînée diminue du côté de la commande abaissée,-6,,
G11M,"Lors d'une mise en virage, le roulis inverse qu'on observe parfois en parapente est dû à :",une augmentation momentanée de la portance du côté de la commande abaissée,3,une diminution momentanée de la portance du côté de la commande abaissée,-6,une diminution de l'incidence du côté où le poids est appliqué,-6,une augmentation de l'incidence du côté de la commande abaissée,3,,
G12V,"Lors de la mise en virage en parapente, l'aile pivote sur l'axe de lacet parce que :",la charge diminue du côté de la commande abaissée,-6,la traînée augmente du côté de la commande abaissée,6,la traînée diminue du côté de la commande abaissée,-6,,,,
G13B,Vous empruntez l'aile d'un pilote plus léger que vous :,elle sera plus sensible à la fermeture dans les turbulences,-6,votre vitesse-max sera plus faible,-6,elle sera moins sensible à la fermeture dans les turbulences,3,les réactions de l'aile lors de fermetures seront plus vives,3,,
G14B,Vous empruntez l'aile d'un pilote plus lourd que vous :,le taux de chute sera légèrement plus favorable,2,elle sera plus maniable,-6,elle sera plus sensible à la fermeture dans les turbulences,2,les actions aux commandes seront moins efficaces,2,,
G15M,Le parapente est un aéronef :,à forte stabilité pendulaire,3,qui utilise des profils creux pour augmenter sa stabilité en tangage,-6,qui utilise des profils biconvexes pour améliorer sa vitesse de vol,3,de caractère instable aérodynamiquement s'il utilise un profil reflexé,-6,,
G16B,L'effet pendulaire spécifique au parapente :,est produit par la différence de vitesse entre le pilote et sa voile,2,son contrôle doit être priorisé pour la sécurité du vol en parapente,2,génère des mouvements de lacet,-6,peut être la cause d'amples mouvements de tangage et de roulis,2,,
G17M,Facteurs favorisant la mise en autorotation après fermeture :,un grand allongement,3,un faible allongement,-6,une vitesse élevée,3,une vitesse lente,-6,,
G18M,La fermeture accidentelle d'un parapente :,a pour origine une augmentation brutale d'incidence,-6,a pour origine une trop forte diminution d'incidence,2,peut être sérieusement accentuée par l'absence de pilotage,2,est précédée d'un allégement d'une ou des commandes,2,,
G19V,L'assiette d'un parapente :,est l'angle compris entre l'horizontale et sa corde,2,permet de distinguer si un parapente cabre ou s'il pique,2,est une référence spatiale et non aérodynamique,2,varie peu au cours d'un vol thermique,-6,,
G1M,Le centre de poussée d'un parapente :,est fixe tant que le parapente est en vol équilibré,3,est situé au niveau des élévateurs,-6,peut effectuer transitoirement de grandes variations,3,,,,
G20M,La vrille en parapente :,correspond au décrochage de l'aile extérieure à la rotation,-6,correspond au décrochage de l'aile intérieure à la rotation,3,s'amorce par un mouvement rapide de lacet,3,correspond à une rotation du pilote autour de sa voile,-6,,
G21B,Le calage d'une aile de parapente :,est modifié par une action sur les trims ou l'accélérateur,2,est déterminé par la longueur de chaque suspente,2,peut être fortement modifié par le vieillissement du suspentage,2,peut être modifié par le réglage de la longueur des freins,-6,,
G22B,Le centrage d'une aile :,est équilibré lorsque le centre de poussée et le centre de gravité sont alignés verticalement sur corde,4,s'exprime en pourcentage,2,s'exprime en degrés,-6,,,,
G23B,Un allongement important est facteur :,de performance,6,d'instabilité,-3,d'effilement,-6,,,,
G24B,Vous faites les « oreilles » :,votre finesse diminue,2,l'incidence augmente,2,il n'existe aucun risque de parachutage,-6,traverser un gradient ou une turbulence peut accroître considérablement votre taux de chute,2,,
G25B,"Aux « oreilles », vous décidez d'utiliser l'accélérateur, cela :",permet d'augmenter encore plus votre taux de chute,3,peut être une parade au risque de parachutale,3,augmente l'incidence,-6,rend l'aile plus stable en roulis,-6,,
G26B,En faisant les « oreilles » :,la traînée augmente,3,vous améliorez l'amortissement en tangage,3,l'incidence diminue,-6,vous gardez votre « tour de frein »,-6,,
G27B,Vous faites les « oreilles » :,cela améliore votre pénétration,-6,"ainsi, la voile ne fermera jamais",-6,votre taux de chute est augmenté,3,votre finesse est dégradée,3,,
G28M,Pour effectuer une manœuvre de descente rapide :,on doit se référer au manuel de l'aile qui décrit les subtilités des diverses méthodes,6,il suffit d'appliquer la méthode des 360° engagés qui est une manœuvre sans souci,-6,toutes les voiles réagissent de manière identique à chaque manœuvre apprise,-6,,,,
G29M,"Pour satisfaire à la norme de résistance de la structure (EN 926-1), un parapente neuf doit supporter au minimum et sans aller à la rupture :",6 « g »,-6,8 « g »,6,10 « g »,0,,,,
G2B,Le point d'arrêt d'un profil :,sépare les écoulements d'intrados et d'extrados,2,se déplace en fonction de l'incidence,2,est le point où la pression statique de l'air est maximale,2,est la zone où dépression et surpression s'arrêtent,-6,,
G30M,"Pour conserver un coefficient de sécurité acceptable, il ne faut pas dépasser :",2 « g »,0,4 « g »,6,6 « g »,-6,8 « g »,-6,,
G31V,Le Poids Total Volant :,correspond au poids du pilote en vol,-6,est le poids de l'ensemble pilote + matériel de vol,3,divise la surface de l'aile pour déterminer la charge alaire,-6,est à diviser par la surface de l'aile pour déterminer la charge alaire,3,,
G32M,Le facteur de charge lors de l'acquisition de vitesse en virage engagé :,contraint le suspentage au risque de rupture sur les ailes mal entretenues,2,peut augmenter brutalement si l'incidence augmente,2,peut difficilement dépasser 2,-6,augmente temporairement avec le cadencement du virage (action sur la commande extérieure),2,,
G33M,"Lors de spirales engagées, le fait de baisser la commande de frein extérieure au virage pour « cadencer » :",n'entraîne pas d'augmentation du facteur de charge,-6,est nécessaire pour bloquer l'accélération d'une instabilité spirale,2,est utile pour régler la rotation à vitesse constante,2,peut être ponctuellement utilisé pour amorcer la sortie de la rotation,2,,
G34B,Le départ en vrille en parapente est précédé :,d'un affaiblissement du bruit du vent relatif dans les oreilles du pilote,2,d'une augmentation du bruit du vent relatif dans les oreilles du pilote,-6,du sentiment que l'aile a du mal à tourner,2,d'une commande intérieure dure et largement abaissée,2,,
G35M,"En parapente, le départ en autorotation peut être causé par :",un enfoncement soudain de l'aile au passage d'un gradient,-6,même une petite cravate,2,une brutale abattée dissymétrique suivi d'une fermeture,2,une fermeture non contrôlée,2,,
G3M,"Si pour une certaine incidence, le point d'arrêt se déplace vers le haut sur la courbure du bord d'attaque, mon aile risque de :",décrocher,-6,se fermer,6,partir en vrille,-6,,,,
G4B,"Si la charge alaire est réduite, l'aile :",décolle à une plus grande vitesse,-6,a une finesse plus élevée,-3,a un taux de chute moins important,3,est moins manœuvrable,3,,
